VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type 
2,2016-06-11 10:48:35,2016-06-11 10:54:54,N,1,-73.947006225585938,40.796916961669922,-73.951225280761719,40.809986114501953,1,1.30,7,0,0.5,0,0,,0.3,7.8,1,1
2,2016-06-19 03:21:36,2016-06-19 03:40:57,N,1,-73.944602966308594,40.79888916015625,-73.915084838867188,40.835273742675781,1,5.13,18.5,0.5,0.5,0,0,,0.3,19.8,2,1
2,2016-06-14 13:25:23,2016-06-14 13:41:04,N,1,-73.883041381835938,40.729694366455078,-73.890350341796875,40.756626129150391,1,2.54,12,0,0.5,0,0,,0.3,14.75,1,1
2,2016-06-17 17:49:25,2016-06-17 18:01:32,N,1,-73.951278686523438,40.786090850830078,-73.939949035644531,40.803417205810547,1,1.39,9.5,1,0.5,0,0,,0.3,11.3,1,1
2,2016-06-29 16:06:25,2016-06-29 16:19:19,N,1,-73.987892150878906,40.690380096435547,-73.954689025878906,40.687175750732422,1,2.00,10,1,0.5,0,0,,0.3,11.8,2,1
1,2016-06-28 15:51:21,2016-06-28 16:11:01,N,1,-73.988250732421875,40.69000244140625,-74.014350891113281,40.704376220703125,1,2.90,15,0,0.5,0,0,,0.3,15.8,2,1
2,2016-06-09 16:04:41,2016-06-09 16:08:09,N,1,-73.930618286132813,40.764705657958984,-73.93560791015625,40.761066436767578,1,.30,4,1,0.5,0,0,,0.3,5.8,2,1
2,2016-06-10 08:21:44,2016-06-10 08:31:37,N,1,-73.981163024902344,40.678268432617187,-73.992095947265625,40.684391021728516,1,1.50,8.5,0,0.5,1.86,0,,0.3,11.16,1,1
2,2016-06-29 23:25:08,2016-06-29 23:45:33,N,1,-73.939544677734375,40.699333190917969,-73.95513916015625,40.634666442871094,1,5.68,19,0.5,0.5,2,0,,0.3,22.3,1,1
1,2016-06-25 02:45:48,2016-06-25 02:59:16,N,1,-73.935478210449219,40.754123687744141,-73.890647888183594,40.738937377929688,2,3.20,13,0.5,0.5,2.85,0,,0.3,17.15,1,1
1,2016-06-16 23:47:47,2016-06-16 23:52:55,N,1,-73.980567932128906,40.676361083984375,-73.986724853515625,40.663429260253906,2,1.10,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2016-06-26 11:50:22,2016-06-27 00:00:00,N,1,-73.955009460449219,40.805065155029297,-73.872520446777344,40.774497985839844,1,7.22,22,0,0.5,5.67,5.54,,0.3,34.01,1,1
2,2016-06-14 14:52:28,2016-06-14 15:01:16,N,1,-73.866325378417969,40.845600128173828,-73.846000671386719,40.848339080810547,1,1.48,8,0,0.5,0,0,,0.3,8.8,2,1
1,2016-06-15 13:56:01,2016-06-15 14:06:56,N,1,-73.951728820800781,40.725383758544922,-73.944633483886719,40.708766937255859,1,1.30,8.5,0,0.5,0,0,,0.3,9.3,1,1
2,2016-06-22 11:50:52,2016-06-22 11:53:05,N,1,-73.969383239746094,40.689498901367188,-73.97967529296875,40.689903259277344,1,.54,4,0,0.5,0.96,0,,0.3,5.76,1,1
1,2016-06-24 10:06:38,2016-06-24 10:18:28,N,1,-73.939254760742187,40.805351257324219,-73.953041076660156,40.783458709716797,1,1.80,9.5,0,0.5,0,0,,0.3,10.3,2,1
2,2016-06-29 20:40:19,2016-06-29 20:53:28,N,1,-73.945701599121094,40.798961639404297,-73.919731140136719,40.831790924072266,1,2.89,12,0.5,0.5,0,0,,0.3,13.3,2,1
2,2016-06-09 14:42:48,2016-06-09 14:49:07,N,1,-73.945579528808594,40.807796478271484,-73.960800170898437,40.811676025390625,2,.96,6,0,0.5,0,0,,0.3,6.8,1,1
1,2016-06-11 07:37:57,2016-06-11 07:50:12,N,1,-73.94671630859375,40.816436767578125,-73.967918395996094,40.797317504882813,1,2.40,11,0,0.5,2.35,0,,0.3,14.15,1,1
2,2016-06-10 16:40:36,2016-06-10 16:49:07,N,1,-73.913345336914063,40.765876770019531,-73.89483642578125,40.773235321044922,1,1.47,7.5,1,0.5,0,0,,0.3,9.3,2,1
2,2016-06-25 10:33:55,2016-06-25 10:59:50,N,1,-73.950065612792969,40.680381774902344,-73.998336791992188,40.683059692382813,1,3.69,18,0,0.5,3.76,0,,0.3,22.56,1,1
2,2016-06-21 18:04:42,2016-06-21 18:40:46,N,1,-73.951057434082031,40.82037353515625,-73.970649719238281,40.764453887939453,1,4.91,24.5,1,0.5,2,0,,0.3,28.3,1,1
1,2016-06-21 08:37:53,2016-06-21 08:46:11,N,1,-73.832313537597656,40.70452880859375,-73.844291687011719,40.720893859863281,1,1.70,8,0,0.5,0,0,,0.3,8.8,2,1
1,2016-06-11 15:15:08,2016-06-11 15:27:52,N,1,-73.992393493652344,40.689361572265625,-73.989601135253906,40.659046173095703,1,2.40,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,2016-06-04 13:07:34,2016-06-04 13:17:03,N,1,-73.911941528320313,40.775257110595703,-73.902748107910156,40.807483673095703,1,4.02,13.5,0,0.5,4.96,5.54,,0.3,24.8,1,1
2,2016-06-18 14:44:14,2016-06-18 14:57:50,N,1,-73.890007019042969,40.739280700683594,-73.937057495117187,40.748916625976563,1,2.66,12,0,0.5,2.56,0,,0.3,15.36,1,1
2,2016-06-17 00:07:22,2016-06-17 00:21:24,N,1,-73.978126525878906,40.684757232666016,-73.979415893554688,40.665794372558594,2,2.39,11.5,0.5,0.5,2.56,0,,0.3,15.36,1,1
2,2016-06-13 07:31:07,2016-06-13 07:55:44,N,1,-73.976112365722656,40.683685302734375,-73.978958129882813,40.666027069091797,1,2.28,16,0,0.5,0,0,,0.3,16.8,1,1
2,2016-06-19 16:05:37,2016-06-19 16:12:25,N,1,-73.909187316894531,40.77850341796875,-73.927696228027344,40.769748687744141,1,1.48,7.5,0,0.5,1.66,0,,0.3,9.96,1,1
2,2016-06-12 22:42:58,2016-06-12 22:52:37,N,1,-73.949249267578125,40.714080810546875,-73.92327880859375,40.702533721923828,1,2.05,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2016-06-11 16:39:19,2016-06-11 16:44:22,N,1,-73.964187622070313,40.682941436767578,-73.978096008300781,40.686153411865234,1,.82,5.5,0,0.5,0,0,,0.3,6.3,2,1
2,2016-06-01 08:11:04,2016-06-01 08:27:08,N,1,-73.944602966308594,40.80023193359375,-73.912200927734375,40.821537017822266,5,2.75,13,0,0.5,0,0,,0.3,13.8,2,1
2,2016-06-20 19:06:58,2016-06-20 19:27:40,N,1,-73.937751770019531,40.852439880371094,-73.814804077148438,40.814231872558594,1,7.42,23.5,1,0.5,6.32,0,,0.3,31.62,1,1
1,2016-06-20 18:06:15,2016-06-20 18:16:02,N,1,-73.994499206542969,40.690280914306641,-74.015419006347656,40.678054809570313,1,1.70,8.5,1,0.5,0,0,,0.3,10.3,2,1
1,2016-06-04 00:09:32,2016-06-04 00:30:22,N,1,-73.94049072265625,40.805637359619141,-73.988937377929687,40.748210906982422,1,5.30,19,0.5,0.5,1,0,,0.3,21.3,1,1
2,2016-06-24 07:54:13,2016-06-24 08:09:57,N,1,-73.977920532226563,40.684749603271484,-73.974639892578125,40.697429656982422,1,1.25,10.5,0,0.5,1.13,0,,0.3,12.43,1,1
2,2016-06-01 04:23:23,2016-06-01 04:25:40,N,1,-73.955589294433594,40.681182861328125,-73.957481384277344,40.685436248779297,1,.50,4,0.5,0.5,0,0,,0.3,5.3,2,1
1,2016-06-05 01:39:05,2016-06-05 01:42:00,N,1,-73.9603271484375,40.7196044921875,-73.965400695800781,40.713703155517578,1,.50,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2016-06-17 21:35:39,2016-06-17 21:42:35,N,1,-73.939262390136719,40.798942565917969,-73.949798583984375,40.811935424804688,1,1.43,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2016-06-21 09:44:50,2016-06-21 09:47:28,N,1,-73.913970947265625,40.765155792236328,-73.920074462890625,40.757686614990234,1,.52,4,0,0.5,0,0,,0.3,4.8,2,1
1,2016-06-23 19:04:56,2016-06-23 19:14:56,N,1,-73.918899536132813,40.759029388427734,-73.893646240234375,40.770351409912109,1,2.00,9,1,0.5,2.7,0,,0.3,13.5,1,1
2,2016-06-26 20:53:25,2016-06-26 20:57:21,N,1,-73.968109130859375,40.678428649902344,-73.959831237792969,40.683540344238281,1,.99,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,2016-06-10 08:37:10,2016-06-10 08:37:13,N,5,-73.951957702636719,40.819664001464844,-73.951881408691406,40.819622039794922,1,.00,20,0,0,0,0,,0,20,1,2
2,2016-06-24 09:36:53,2016-06-24 09:40:50,N,1,-73.85186767578125,40.726482391357422,-73.842628479003906,40.726596832275391,1,.82,5,0,0.5,0,0,,0.3,5.8,2,1
2,2016-06-22 15:49:44,2016-06-22 16:02:15,N,1,-73.861839294433594,40.730438232421875,-73.929679870605469,40.737445831298828,6,4.30,15.5,0,0.5,0,0,,0.3,16.3,2,1
2,2016-06-12 19:59:09,2016-06-12 20:14:53,N,1,-73.908210754394531,40.834732055664062,-73.907623291015625,40.859535217285156,1,2.51,12,0,0.5,0,0,,0.3,12.8,1,1
2,2016-06-17 19:03:34,2016-06-17 19:14:45,N,1,-73.93927001953125,40.805461883544922,-73.966789245605469,40.793304443359375,1,2.27,10,1,0.5,3,0,,0.3,14.8,1,1
2,2016-06-26 18:25:09,2016-06-26 18:33:50,N,1,-73.911819458007813,40.775230407714844,-73.923835754394531,40.753776550292969,1,1.79,8,0,0.5,0,0,,0.3,8.8,2,1
2,2016-06-09 08:30:40,2016-06-09 08:58:28,N,1,-73.929046630859375,40.738796234130859,-73.981254577636719,40.746295928955078,1,3.48,18,0,0.5,2,5.54,,0.3,28.29,1,1
1,2016-06-22 04:24:43,2016-06-22 04:36:05,N,1,-73.966377258300781,40.711326599121094,-73.947441101074219,40.683639526367188,1,2.90,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,2016-06-18 18:27:57,2016-06-18 18:49:35,N,1,-73.985595703125,40.689556121826172,-73.9462890625,40.680324554443359,1,2.16,14.5,0,0.5,0,0,,0.3,15.3,2,1
2,2016-06-29 09:39:09,2016-06-29 09:43:23,N,1,-73.981300354003906,40.667263031005859,-73.9757080078125,40.674087524414063,2,.56,5,0,0.5,1.16,0,,0.3,6.96,1,1
2,2016-06-21 09:24:01,2016-06-21 09:34:53,N,5,-73.8677978515625,40.848812103271484,-73.864501953125,40.841953277587891,1,1.55,7,0,0,0,0,,0,7,2,2
1,2016-06-11 18:10:00,2016-06-11 18:27:36,N,1,-73.992042541503906,40.690364837646484,-73.9573974609375,40.689186096191406,2,2.20,12.5,0,0.5,0,0,,0.3,13.3,2,1
2,2016-06-12 12:54:08,2016-06-12 13:27:08,N,1,-74.015388488769531,40.675273895263672,-73.992904663085938,40.741283416748047,1,8.09,29,0,0.5,5.96,0,,0.3,37.71,1,1
2,2016-06-30 13:55:50,2016-06-30 14:02:41,N,1,-73.939018249511719,40.805011749267578,-73.941917419433594,40.790336608886719,1,.00,5.5,0,0.5,0,0,,0.3,6.3,2,1
1,2016-06-26 05:37:22,2016-06-26 05:45:41,N,1,-73.967628479003906,40.683616638183594,-73.952812194824219,40.696422576904297,1,2.10,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2016-06-19 23:45:19,2016-06-19 23:48:43,N,1,-73.94091796875,40.700260162353516,-73.938552856445313,40.685512542724609,1,1.04,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2016-06-14 12:56:41,2016-06-14 13:10:40,N,1,-73.944908142089844,40.834209442138672,-73.9481201171875,40.804691314697266,1,2.46,12,0,0.5,0,0,,0.3,12.8,2,1
2,2016-06-14 11:42:48,2016-06-14 12:00:40,N,1,-73.954681396484375,40.800399780273438,-73.955680847167969,40.785125732421875,1,1.42,12,0,0.5,0,0,,0.3,12.8,2,1
2,2016-06-05 01:31:59,2016-06-05 01:33:49,N,1,-73.967178344726562,40.674369812011719,-73.967514038085938,40.674266815185547,1,.02,3,0.5,0.5,0,0,,0.3,4.3,2,1
2,2016-06-06 01:05:21,2016-06-06 01:10:33,N,1,-73.954513549804687,40.800315856933594,-73.940971374511719,40.808162689208984,1,1.33,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2016-06-24 16:47:54,2016-06-24 17:06:02,N,1,-73.936553955078125,40.849296569824219,-73.899017333984375,40.858528137207031,1,2.65,13,1,0.5,0,0,,0.3,14.8,2,1
2,2016-06-30 01:04:25,2016-06-30 01:25:38,N,1,-73.8912353515625,40.748966217041016,-73.863731384277344,40.691860198974609,2,5.59,19.5,0.5,0.5,0,0,,0.3,20.8,2,1
2,2016-06-06 01:07:18,2016-06-06 01:13:03,N,1,-73.890693664550781,40.747001647949219,-73.87347412109375,40.752548217773438,1,1.25,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2016-06-16 14:07:19,2016-06-16 14:17:30,N,1,-73.954269409179688,40.719097137451172,-73.967056274414063,40.706275939941406,1,1.40,8,0,0.5,1.2,0,,0.3,10,1,1
2,2016-06-22 22:50:57,2016-06-22 22:58:46,N,1,-73.962066650390625,40.715988159179688,-73.9412841796875,40.715404510498047,1,1.13,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2016-06-18 21:41:29,2016-06-18 21:53:48,N,1,-73.89111328125,40.747081756591797,-73.92578125,40.754718780517578,1,1.93,10,0.5,0.5,0,0,,0.3,11.3,2,1
2,2016-06-25 16:18:04,2016-06-25 16:29:23,N,1,-73.968284606933594,40.679065704345703,-73.954658508300781,40.671722412109375,1,1.37,9,0,0.5,0,0,,0.3,9.8,2,1
2,2016-06-22 12:38:03,2016-06-22 12:47:40,N,1,-73.982185363769531,40.691604614257813,-73.960853576660156,40.692436218261719,5,1.37,7.5,0,0.5,0,0,,0.3,8.3,2,1
1,2016-06-08 18:04:56,2016-06-08 18:12:36,N,1,-73.989501953125,40.669063568115234,-73.97576904296875,40.673847198486328,1,1.10,7.5,1,0.5,1.85,0,,0.3,11.15,1,1
2,2016-06-08 12:05:56,2016-06-08 12:09:44,N,1,-73.951759338378906,40.809322357177734,-73.954681396484375,40.800506591796875,1,.79,5,0,0.5,0,0,,0.3,5.8,2,1
2,2016-06-17 01:35:54,2016-06-17 01:57:33,N,1,-73.965599060058594,40.710563659667969,-73.977638244628906,40.754615783691406,1,5.35,20,0.5,0.5,10.1,0,,0.3,31.4,1,1
1,2016-06-25 08:06:46,2016-06-25 08:17:26,N,1,-73.956703186035156,40.818122863769531,-73.9102783203125,40.885055541992188,1,5.10,16,0,0.5,0,2.54,,0.3,19.34,2,1
2,2016-06-26 16:15:45,2016-06-26 16:23:31,N,1,-73.940299987792969,40.814910888671875,-73.941749572753906,40.798515319824219,1,1.51,8,0,0.5,1,0,,0.3,9.8,1,1
2,2016-06-13 19:14:20,2016-06-13 19:22:50,N,1,-73.903335571289063,40.745841979980469,-73.902565002441406,40.729343414306641,1,1.50,8,1,0.5,0,0,,0.3,9.8,2,1
1,2016-06-08 12:09:52,2016-06-08 12:20:18,N,1,-73.981895446777344,40.576908111572266,-74.000190734863281,40.577278137207031,1,1.80,9,0,0.5,0,0,,0.3,9.8,2,1
1,2016-06-10 06:05:28,2016-06-10 06:17:11,N,1,-73.963790893554688,40.803188323974609,-73.944229125976563,40.829948425292969,1,2.40,11,0,0.5,0,0,,0.3,11.8,2,1
2,2016-06-26 17:19:38,2016-06-26 17:28:17,N,1,-73.946769714355469,40.808254241943359,-73.943756103515625,40.816204071044922,1,1.28,7.5,0,0.5,1,0,,0.3,9.3,1,1
1,2016-06-14 18:16:54,2016-06-14 18:28:18,N,1,-73.86907958984375,40.734100341796875,-73.869895935058594,40.749153137207031,2,1.40,8.5,1,0.5,0,0,,0.3,10.3,2,1
1,2016-06-10 14:11:44,2016-06-10 14:20:17,N,1,-73.990501403808594,40.69354248046875,-74.0047607421875,40.685638427734375,1,1.30,7.5,0,0.5,1.65,0,,0.3,9.95,1,1
2,2016-06-16 21:37:47,2016-06-16 21:43:11,N,1,-73.960289001464844,40.715476989746094,-73.947349548339844,40.724884033203125,2,.95,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
1,2016-06-19 22:28:18,2016-06-19 22:49:13,N,1,-73.889205932617188,40.747222900390625,-73.773521423339844,40.711971282958984,1,11.10,32,0.5,0.5,6.65,0,,0.3,39.95,1,1
2,2016-06-15 08:38:36,2016-06-15 08:43:10,N,1,-73.941368103027344,40.813583374023438,-73.945144653320312,40.810150146484375,1,.57,5,0,0.5,0,0,,0.3,5.8,2,1
2,2016-06-05 00:19:30,2016-06-05 00:38:18,N,1,-73.956092834472656,40.721294403076172,-73.973876953125,40.764419555664063,1,5.27,17,0.5,0.5,3.66,0,,0.3,21.96,1,1
1,2016-06-24 19:38:27,2016-06-24 19:49:34,N,1,-73.875015258789063,40.760337829589844,-73.903770446777344,40.753677368164063,1,.00,8,1,0.5,0,0,,0.3,9.8,2,1
1,2016-06-14 18:57:25,2016-06-14 19:06:19,N,1,-73.963623046875,40.8028564453125,-73.952301025390625,40.798149108886719,1,.70,7,1,0.5,0,0,,0.3,8.8,2,1
1,2016-06-20 02:49:10,2016-06-20 02:52:39,N,1,-73.955368041992188,40.788909912109375,-73.971923828125,40.794857025146484,1,1.10,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
1,2016-06-17 18:37:55,2016-06-17 18:42:47,N,1,-73.930778503417969,40.860565185546875,-73.935440063476562,40.850711822509766,1,.70,5.5,1,0.5,0,0,,0.3,7.3,2,1
2,2016-06-06 15:24:42,2016-06-06 15:33:46,N,1,-73.942283630371094,40.8377685546875,-73.944343566894531,40.821418762207031,1,1.44,8,0,0.5,1.76,0,,0.3,10.56,1,1
2,2016-06-16 23:40:47,2016-06-17 00:02:53,N,1,-73.891952514648437,40.746997833251953,-73.92138671875,40.67608642578125,1,14.33,39,0.5,0.5,0,0,,0.3,40.3,1,1
2,2016-06-30 10:46:56,2016-06-30 10:59:17,N,1,-73.955238342285156,40.678741455078125,-73.985710144042969,40.670001983642578,1,2.27,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,2016-06-07 16:28:07,2016-06-07 16:44:24,N,1,-73.960128784179687,40.807918548583984,-73.982246398925781,40.77630615234375,1,2.70,13,1,0.5,0,0,,0.3,14.8,2,1
2,2016-06-30 23:39:23,2016-07-01 00:13:10,N,1,-73.933097839355469,40.705223083496094,-74.0029296875,40.738422393798828,1,5.54,24,0.5,0.5,7.59,0,,0.3,32.89,1,1
2,2016-06-11 01:49:59,2016-06-11 01:58:12,N,1,-73.948005676269531,40.633094787597656,-73.969383239746094,40.616695404052734,1,2.24,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2016-06-01 14:29:18,2016-06-01 14:41:44,N,1,-73.986465454101563,40.669334411621094,-73.996292114257813,40.690013885498047,1,1.99,10,0,0.5,2.16,0,,0.3,12.96,1,1
1,2016-06-25 19:18:54,2016-06-25 20:01:31,N,1,-73.95147705078125,40.689453125,-73.9271240234375,40.865440368652344,1,17.60,51,0,0.5,0,0,,0.3,51.8,2,1
1,2016-06-08 17:02:38,2016-06-08 17:13:48,N,1,-73.918960571289063,40.743030548095703,-73.893356323242188,40.727115631103516,1,2.40,10,1,0.5,0,0,,0.3,11.8,2,1
2,2016-06-07 00:09:21,2016-06-07 00:12:46,N,1,-73.807807922363281,40.700897216796875,-73.802947998046875,40.691139221191406,1,.78,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1
2,2016-06-10 18:54:13,2016-06-11 00:00:00,N,1,-73.937950134277344,40.796623229980469,-73.959648132324219,40.771015167236328,1,2.27,8.5,1,0.5,0,0,,0.3,10.3,2,1
2,2016-06-26 21:40:45,2016-06-26 21:50:52,N,1,-73.830207824707031,40.713687896728516,-73.820945739746094,40.7664794921875,1,4.84,15.5,0.5,0.5,4,0,,0.3,20.8,1,1
2,2016-06-06 08:48:05,2016-06-06 09:05:41,N,1,-73.864952087402344,40.757774353027344,-73.914848327636719,40.764114379882813,1,3.63,14,0,0.5,0,0,,0.3,14.8,2,1
2,2016-06-25 02:48:58,2016-06-25 02:57:23,N,1,-73.951919555664062,40.714031219482422,-73.942062377929688,40.689430236816406,1,1.96,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
1,2016-06-03 15:13:13,2016-06-03 15:40:17,N,1,-73.941757202148438,40.838603973388672,-73.995689392089844,40.759731292724609,1,6.80,25,0,0.5,6.45,0,,0.3,32.25,1,1
2,2016-06-09 14:44:03,2016-06-09 15:04:00,N,1,-73.921546936035156,40.817146301269531,-73.941169738769531,40.836505889892578,1,2.41,14.5,0,0.5,0,0,,0.3,15.3,2,1
2,2016-06-26 11:07:44,2016-06-26 11:09:09,N,1,-73.944908142089844,40.787281036376953,-73.950843811035156,40.779384613037109,1,.63,4,0,0.5,0.96,0,,0.3,5.76,1,1
2,2016-06-16 15:40:08,2016-06-16 15:44:08,N,1,-73.944328308105469,40.823936462402344,-73.951881408691406,40.824703216552734,1,.46,4.5,0,0.5,0,0,,0.3,5.3,2,1
2,2016-06-04 06:19:51,2016-06-04 06:21:00,N,1,-73.953605651855469,40.788177490234375,-73.950019836425781,40.793014526367188,1,.36,3,0,0.5,0,0,,0.3,3.8,2,1
1,2016-06-06 15:53:29,2016-06-06 16:00:15,N,1,-73.953018188476563,40.788703918457031,-73.938003540039062,40.800632476806641,1,1.40,7,0,0.5,0,0,,0.3,7.8,2,1
2,2016-06-25 10:36:40,2016-06-25 10:51:04,N,1,-73.903160095214844,40.745475769042969,-73.878646850585938,40.737258911132812,1,1.58,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,2016-06-11 07:58:50,2016-06-11 08:06:11,N,1,-73.947975158691406,40.81732177734375,-73.937782287597656,40.803920745849609,1,1.40,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,2016-06-24 06:35:29,2016-06-24 06:39:00,N,1,-73.954017639160156,40.742816925048828,-73.955093383789063,40.735511779785156,1,.93,5,0,0.5,0,0,,0.3,5.8,2,1
2,2016-06-15 15:10:19,2016-06-15 15:22:11,N,1,-73.952308654785156,40.742763519287109,-73.929939270019531,40.729259490966797,1,1.91,10,0,0.5,0,0,,0.3,10.8,2,1
2,2016-06-12 16:15:24,2016-06-12 16:44:24,N,1,-73.957809448242188,40.731334686279297,-73.882965087890625,40.704174041748047,1,5.80,23,0,0.5,4.76,0,,0.3,28.56,1,1
1,2016-06-23 20:37:57,2016-06-23 20:42:12,N,1,-73.91595458984375,40.764301300048828,-73.906120300292969,40.763935089111328,1,.80,5,0.5,0.5,0,0,,0.3,6.3,2,1
1,2016-06-01 09:29:56,2016-06-01 09:39:59,N,1,-73.977027893066406,40.672435760498047,-73.956657409667969,40.666374206542969,1,1.70,9,0,0.5,1.95,0,,0.3,11.75,1,1
2,2016-06-21 14:51:54,2016-06-21 15:05:15,N,1,-73.874160766601563,40.735153198242187,-73.856117248535156,40.721416473388672,1,2.28,11,0,0.5,0,0,,0.3,11.8,2,1
2,2016-06-20 15:30:05,2016-06-20 15:40:34,N,1,-73.874954223632812,40.841621398925781,-73.870681762695312,40.860183715820312,3,1.92,9.5,0,0.5,0,0,,0.3,10.3,2,1
2,2016-06-10 16:18:37,2016-06-10 16:42:07,N,1,-73.864990234375,40.841018676757813,-73.906578063964844,40.850135803222656,1,2.31,15.5,1,0.5,0,0,,0.3,17.3,2,1
2,2016-06-21 21:33:15,2016-06-21 21:42:12,N,1,-73.939834594726563,40.840702056884766,-73.939483642578125,40.79461669921875,1,5.17,15.5,0.5,0.5,0,0,,0.3,16.8,1,1
2,2016-06-18 23:17:45,2016-06-18 23:23:36,N,1,-73.86212158203125,40.730396270751953,-73.84442138671875,40.721378326416016,2,1.29,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2016-06-21 16:20:44,2016-06-21 16:23:39,N,1,-73.899307250976563,40.750011444091797,-73.903968811035156,40.750858306884766,1,.37,4,1,0.5,0,0,,0.3,5.8,2,1
2,2016-06-21 16:05:45,2016-06-21 16:09:44,N,1,-73.966728210449219,40.804363250732422,-73.972763061523438,40.793399810791016,1,.76,5,1,0.5,0,0,,0.3,6.8,2,1
1,2016-06-03 08:53:32,2016-06-03 09:14:13,N,1,-73.939102172851563,40.805339813232422,-73.946151733398438,40.773262023925781,1,3.00,14.5,0,0.5,0,0,,0.3,15.3,2,1
2,2016-06-28 17:36:57,2016-06-28 17:49:23,N,1,-73.944435119628906,40.78375244140625,-73.963165283203125,40.798477172851562,1,1.79,10,1,0.5,0.7,0,,0.3,12.5,1,1
2,2016-06-18 11:33:26,2016-06-18 11:46:54,N,1,-73.939285278320313,40.805198669433594,-73.955101013183594,40.775100708007813,1,2.59,11,0,0.5,2.36,0,,0.3,14.16,1,1
1,2016-06-04 10:04:57,2016-06-04 10:22:41,N,1,-73.949737548828125,40.693778991699219,-73.923454284667969,40.678230285644531,1,2.90,13.5,0,0.5,2.85,0,,0.3,17.15,1,1
1,2016-06-11 22:45:02,2016-06-11 22:48:00,N,1,-73.95709228515625,40.718341827392578,-73.956222534179687,40.726226806640625,1,.70,4.5,0.5,0.5,1.15,0,,0.3,6.95,1,1
2,2016-06-29 04:43:14,2016-06-29 04:55:56,N,1,-73.949676513671875,40.796283721923828,-74.001640319824219,40.740943908691406,5,5.28,16.5,0.5,0.5,4.45,0,,0.3,22.25,1,1
1,2016-06-30 17:52:03,2016-06-30 18:02:04,N,1,-73.996513366699219,40.690799713134766,-74.014305114746094,40.677207946777344,2,1.90,9.5,1,0.5,2.25,0,,0.3,13.55,1,1
2,2016-06-09 02:24:38,2016-06-09 02:33:57,N,1,-73.830093383789063,40.759151458740234,-73.80877685546875,40.736934661865234,1,2.34,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
1,2016-06-11 09:42:01,2016-06-11 09:46:00,N,1,-73.954376220703125,40.730243682861328,-73.937660217285156,40.734401702880859,1,.90,5.5,0,0.5,0,0,,0.3,6.3,2,1
1,2016-06-25 15:50:03,2016-06-25 16:04:48,N,1,-73.890022277832031,40.631679534912109,-73.939682006835938,40.625465393066406,1,3.50,14,0,0.5,6,0,,0.3,20.8,1,1
2,2016-06-16 15:52:20,2016-06-16 16:18:26,N,1,-73.940010070800781,40.840957641601563,-73.982742309570313,40.756820678710937,1,7.40,25.5,0,0.5,5.26,0,,0.3,31.56,1,1
2,2016-06-12 18:24:02,2016-06-12 18:43:20,N,1,-73.890815734863281,40.746971130371094,-73.953323364257813,40.718803405761719,1,4.79,17.5,0,0.5,3.66,0,,0.3,21.96,1,1
2,2016-06-13 16:32:54,2016-06-13 17:16:40,N,1,-73.9178466796875,40.770038604736328,-73.828628540039063,40.695446014404297,1,9.46,32.5,1,0.5,3,0,,0.3,37.3,1,1
2,2016-06-17 20:16:28,2016-06-17 20:22:53,N,1,-74.001914978027344,40.656570434570312,-73.983543395996094,40.672866821289063,1,1.57,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
1,2016-06-22 20:31:26,2016-06-22 20:38:13,N,1,-73.96051025390625,40.807590484619141,-73.945259094238281,40.810199737548828,1,1.20,7,0.5,0.5,2.05,0,,0.3,10.35,1,1
2,2016-06-09 20:06:06,2016-06-09 20:20:53,N,1,-73.946975708007812,40.805881500244141,-73.952362060546875,40.776851654052734,1,2.56,12,0.5,0.5,2,0,,0.3,15.3,1,1
2,2016-06-24 11:38:26,2016-06-24 11:55:14,N,1,-73.844070434570313,40.721351623535156,-73.871025085449219,40.733993530273438,1,.00,10.5,0,0.5,0,0,,0.3,11.3,2,1
