VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type 
1,2016-06-19 02:31:04,2016-06-19 02:47:53,N,1,-73.985687255859375,40.67791748046875,-74.000205993652344,40.732944488525391,1,4.70,17,0.5,0.5,2,0,,0.3,20.3,1,1
2,2016-06-07 18:05:31,2016-06-07 18:11:58,N,1,-73.89178466796875,40.748653411865234,-73.898277282714844,40.758857727050781,1,.98,6,1,0.5,0,0,,0.3,7.8,1,1
2,2016-06-10 12:59:45,2016-06-10 13:12:13,N,1,-73.942085266113281,40.842220306396484,-73.929054260253906,40.836261749267578,1,2.24,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,2016-06-27 16:21:26,2016-06-27 17:10:45,N,1,-73.85711669921875,40.840007781982422,-73.952018737792969,40.827190399169922,1,7.62,33,1,0.5,0,0,,0.3,34.8,1,1
2,2016-06-25 11:06:28,2016-06-25 11:09:35,N,1,-73.911903381347656,40.775516510009766,-73.914314270019531,40.771564483642578,1,.43,4,0,0.5,0,0,,0.3,4.8,2,1
2,2016-06-23 21:50:23,2016-06-23 21:57:52,N,1,-73.937667846679688,40.804054260253906,-73.948638916015625,40.781497955322266,1,1.90,8,0.5,0.5,0.7,0,,0.3,10,1,1
2,2016-06-17 12:04:32,2016-06-17 12:43:11,N,1,-73.936347961425781,40.687862396240234,-73.738975524902344,40.75494384765625,6,14.57,45.5,0,0.5,5,0,,0.3,51.3,1,1
1,2016-06-04 22:28:30,2016-06-04 22:48:39,N,1,-73.937858581542969,40.848297119140625,-73.941764831542969,40.812957763671875,1,3.10,15,0.5,0.5,0,0,,0.3,16.3,2,1
2,2016-06-10 04:31:50,2016-06-10 04:47:15,N,1,-73.956474304199219,40.719123840332031,-73.927963256835938,40.755744934082031,2,3.28,14,0.5,0.5,0,0,,0.3,15.3,2,1
2,2016-06-27 00:33:44,2016-06-27 00:41:16,N,1,-73.891029357910156,40.746776580810547,-73.875343322753906,40.752559661865234,4,1.30,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2016-06-04 17:30:02,2016-06-04 17:54:27,N,1,-73.959365844726562,40.716373443603516,-74.010658264160156,40.671966552734375,1,6.38,21.5,0,0.5,2,0,,0.3,24.3,1,1
2,2016-06-19 13:43:39,2016-06-19 14:16:23,N,1,-73.97552490234375,40.686862945556641,-73.978469848632812,40.754566192626953,1,7.56,28,0,0.5,0,0,,0.3,28.8,1,1
2,2016-06-20 13:03:13,2016-06-20 13:16:22,N,1,-73.991050720214844,40.692520141601563,-73.983436584472656,40.677028656005859,1,1.57,10,0,0.5,2.16,0,,0.3,12.96,1,1
2,2016-06-22 09:02:26,2016-06-22 09:14:31,N,1,-73.918876647949219,40.743011474609375,-73.873100280761719,40.774421691894531,1,4.85,16,0,0.5,3.36,0,,0.3,20.16,1,1
2,2016-06-08 07:48:35,2016-06-08 08:03:25,N,1,-73.994331359863281,40.698078155517578,-74.003524780273437,40.675693511962891,1,2.52,12.5,0,0.5,0,0,,0.3,13.3,2,1
2,2016-06-26 14:40:58,2016-06-26 15:10:10,N,1,-73.976081848144531,40.687042236328125,-73.954368591308594,40.744178771972656,1,5.77,23.5,0,0.5,0,0,,0.3,24.3,2,1
2,2016-06-25 02:41:35,2016-06-25 02:45:55,N,1,-73.949188232421875,40.695304870605469,-73.932640075683594,40.697483062744141,1,.92,5.5,0.5,0.5,2.04,0,,0.3,8.84,1,1
2,2016-06-09 15:46:48,2016-06-09 15:52:12,N,1,-73.950706481933594,40.785835266113281,-73.958999633789063,40.780044555664063,1,.74,5.5,0,0.5,1.26,0,,0.3,7.56,1,1
1,2016-06-19 19:21:32,2016-06-19 19:48:06,N,1,-73.869377136230469,40.734275817871094,-73.956398010253906,40.729221343994141,4,6.00,22.5,0,0.5,0,0,,0.3,23.3,2,1
1,2016-06-01 15:10:54,2016-06-01 15:14:46,N,1,-73.93902587890625,40.816791534423828,-73.938644409179688,40.822181701660156,1,.50,4.5,0,0.5,0,0,,0.3,5.3,4,1
2,2016-06-18 19:25:10,2016-06-18 19:42:59,N,1,-73.928680419921875,40.684192657470703,-73.886848449707031,40.683170318603516,1,2.69,13.5,0,0.5,1,0,,0.3,15.3,1,1
2,2016-06-23 02:58:51,2016-06-23 03:06:02,N,1,-73.929962158203125,40.688255310058594,-73.915931701660156,40.689712524414062,3,1.59,7,0.5,0.5,2.49,0,,0.3,10.79,1,1
2,2016-06-02 19:16:08,2016-06-02 19:26:01,N,1,-73.986419677734375,40.70379638671875,-73.995712280273437,40.690498352050781,5,1.71,8.5,1,0.5,2.06,0,,0.3,12.36,1,1
2,2016-06-20 18:29:20,2016-06-20 18:36:41,N,1,-73.941444396972656,40.838642120361328,-73.931861877441406,40.858001708984375,1,1.45,7.5,1,0.5,0,0,,0.3,9.3,2,1
2,2016-06-24 19:27:49,2016-06-24 19:52:26,N,1,-73.9476318359375,40.784160614013672,-73.991165161132813,40.72613525390625,1,5.31,20,1,0.5,4.36,0,,0.3,26.16,1,1
1,2016-06-12 16:44:40,2016-06-12 17:10:25,N,1,-73.993141174316406,40.697227478027344,-73.942779541015625,40.66326904296875,1,4.40,19.5,0,0.5,0,0,,0.3,20.3,2,1
2,2016-06-24 17:49:10,2016-06-24 17:55:34,N,1,-73.992538452148438,40.694293975830078,-73.988510131835938,40.698543548583984,1,.56,5.5,1,0.5,0,0,,0.3,7.3,2,1
2,2016-06-12 02:54:56,2016-06-12 03:02:01,N,1,-73.844215393066406,40.720951080322266,-73.823532104492188,40.704498291015625,1,1.78,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
1,2016-06-01 12:42:33,2016-06-01 13:11:59,N,1,-73.874176025390625,40.653900146484375,-73.861373901367188,40.6795654296875,3,7.10,26,0,0.5,0,0,,0.3,26.8,2,1
2,2016-06-18 03:24:04,2016-06-18 03:26:39,N,1,-73.922119140625,40.755020141601563,-73.911834716796875,40.767841339111328,1,.96,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2016-06-22 14:42:44,2016-06-22 15:15:11,N,1,-73.988723754882813,40.693576812744141,-73.970390319824219,40.756538391113281,1,6.76,24.5,0,0.5,5.06,0,,0.3,30.36,1,1
2,2016-06-12 23:36:18,2016-06-12 23:49:11,N,1,-73.911949157714844,40.775226593017578,-73.915641784667969,40.766494750976562,1,1.37,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
1,2016-06-18 23:14:05,2016-06-19 00:03:29,N,1,-73.958015441894531,40.721832275390625,-73.987014770507812,40.771224975585938,1,7.70,33.5,0.5,0.5,3.5,0,,0.3,38.3,1,1
2,2016-06-08 20:42:02,2016-06-08 20:46:35,N,1,-73.982353210449219,40.666042327880859,-73.974815368652344,40.654098510742187,1,1.23,6,0.5,0.5,0,0,,0.3,7.3,2,1
1,2016-06-01 23:41:43,2016-06-02 00:09:41,N,1,-73.977424621582031,40.684497833251953,-73.934127807617188,40.771324157714844,1,8.00,26.5,0.5,0.5,0,0,,0.3,27.8,1,1
2,2016-06-05 13:07:08,2016-06-05 13:24:06,N,1,-73.829948425292969,40.714046478271484,-73.701904296875,40.723335266113281,1,8.95,26,0,0.5,4.5,0,,0.3,31.3,1,1
2,2016-06-16 08:19:53,2016-06-16 08:22:00,N,1,-73.952743530273438,40.810600280761719,-73.948539733886719,40.806465148925781,1,.46,3.5,0,0.5,0,0,,0.3,4.3,1,1
1,2016-06-03 18:23:23,2016-06-03 18:30:09,N,1,-73.992454528808594,40.689552307128906,-73.995742797851563,40.680080413818359,1,.70,6,1,0.5,1.56,0,,0.3,9.36,1,1
2,2016-06-12 19:16:04,2016-06-12 19:29:28,N,1,-73.903388977050781,40.745845794677734,-73.877792358398438,40.743133544921875,1,1.74,10,0,0.5,0,0,,0.3,10.8,2,1
2,2016-06-30 12:23:40,2016-06-30 12:34:38,N,1,-73.965736389160156,40.805286407470703,-73.939994812011719,40.840553283691406,3,3.24,12.5,0,0.5,2.66,0,,0.3,15.96,1,1
2,2016-06-07 08:51:39,2016-06-07 08:58:55,N,1,-73.978538513183594,40.688053131103516,-73.971466064453125,40.691005706787109,5,.90,6.5,0,0.5,1.2,0,,0.3,8.5,1,1
2,2016-06-11 00:43:04,2016-06-11 01:02:09,N,1,-73.968551635742187,40.678409576416016,-73.994110107421875,40.722766876220703,1,3.69,16.5,0.5,0.5,3.56,0,,0.3,21.36,1,1
2,2016-06-28 03:38:29,2016-06-28 03:39:44,N,1,-73.994384765625,40.685596466064453,-73.998039245605469,40.678028106689453,1,.55,3.5,0.5,0.5,1.2,0,,0.3,6,1,1
2,2016-06-27 12:28:22,2016-06-27 12:36:24,N,1,-73.932563781738281,40.848880767822266,-73.926383972167969,40.865863800048828,1,1.45,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,2016-06-08 17:54:55,2016-06-08 18:02:39,N,1,-73.954177856445313,40.803871154785156,-73.963615417480469,40.808578491210938,1,1.23,6.5,1,0.5,0,0,,0.3,8.3,2,1
1,2016-06-12 04:25:12,2016-06-12 04:31:47,N,1,-73.911880493164062,40.744735717773437,-73.920829772949219,40.745014190673828,1,.80,6,0.5,0.5,0,0,,0.3,7.3,2,1
1,2016-06-24 16:49:12,2016-06-24 17:15:10,N,1,-73.962852478027344,40.720115661621094,-73.985107421875,40.727985382080078,1,3.50,18,1,0.5,0,0,,0.3,19.8,2,1
2,2016-06-24 16:45:21,2016-06-24 16:52:00,N,1,-73.940208435058594,40.815048217773438,-73.951515197753906,40.801834106445313,1,1.13,6,1,0.5,0,0,,0.3,7.8,2,1
2,2016-06-24 07:47:22,2016-06-24 08:10:56,N,1,-73.956985473632812,40.748043060302734,-73.975051879882813,40.741622924804688,1,2.92,16,0,0.5,3,5.54,,0.3,25.34,1,1
2,2016-06-11 21:02:52,2016-06-12 20:21:00,N,1,-73.951896667480469,40.715896606445313,-74.000663757324219,40.656661987304688,1,7.93,23.5,0.5,0.5,0,0,,0.3,24.8,2,1
2,2016-06-08 20:09:46,2016-06-08 20:17:36,N,1,-73.972694396972656,40.652454376220703,-74.001655578613281,40.683158874511719,1,3.07,11,0.5,0.5,2.46,0,,0.3,14.76,1,1
2,2016-06-01 19:16:35,2016-06-01 19:28:55,N,1,-73.956825256347656,40.673809051513672,-73.9254150390625,40.671138763427734,1,2.09,10.5,1,0.5,2,0,,0.3,14.3,1,1
2,2016-06-22 17:39:05,2016-06-22 18:10:31,N,1,-73.803657531738281,40.717575073242188,-73.766754150390625,40.661125183105469,1,7.14,27,1,0.5,0,0,,0.3,28.8,1,1
2,2016-06-28 22:33:03,2016-06-28 22:48:45,N,1,-73.948570251464844,40.80340576171875,-73.913749694824219,40.824428558349609,1,2.89,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
1,2016-06-17 21:53:28,2016-06-17 22:02:58,N,1,-73.903709411621094,40.745559692382813,-73.923721313476562,40.754524230957031,1,1.60,9,0.5,0.5,0,0,,0.3,10.3,2,1
1,2016-06-11 08:30:13,2016-06-11 08:39:46,N,1,-73.942306518554687,40.754024505615234,-73.915229797363281,40.776008605957031,1,2.40,10,0,0.5,0,0,,0.3,10.8,1,1
2,2016-06-03 15:31:40,2016-06-03 15:47:30,N,1,-73.879913330078125,40.879833221435547,-73.907081604003906,40.885997772216797,1,4.79,17,0,0.5,0,0,,0.3,17.8,2,1
2,2016-06-20 19:18:52,2016-06-20 19:41:49,N,1,-73.939620971679687,40.815658569335938,-73.993392944335938,40.757381439208984,1,6.89,24,1,0.5,6.45,0,,0.3,32.25,1,1
2,2016-06-08 12:12:35,2016-06-08 12:21:02,N,1,-73.991279602050781,40.702400207519531,-73.989730834960938,40.688766479492188,1,1.09,7.5,0,0.5,1,0,,0.3,9.3,1,1
1,2016-06-22 21:45:55,2016-06-22 22:06:18,N,1,-73.882713317871094,40.749893188476562,-73.776077270507812,40.750629425048828,1,7.90,25,0.5,0.5,0,0,,0.3,26.3,2,1
2,2016-06-25 13:38:39,2016-06-25 13:43:52,N,1,-73.953269958496094,40.791328430175781,-73.954315185546875,40.77899169921875,1,1.15,6,0,0.5,1,0,,0.3,7.8,1,1
2,2016-06-18 22:35:27,2016-06-18 22:41:18,N,1,-73.920684814453125,40.867866516113281,-73.9324951171875,40.866573333740234,1,.53,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2016-06-19 01:08:38,2016-06-19 01:16:07,N,1,-73.9635009765625,40.71038818359375,-73.954658508300781,40.710594177246094,1,.74,6.5,0.5,0.5,1,0,,0.3,8.8,1,1
2,2016-06-12 14:50:15,2016-06-12 14:53:27,N,1,-73.951057434082031,40.791194915771484,-73.950157165527344,40.802276611328125,1,.92,5,0,0.5,0,0,,0.3,5.8,2,1
2,2016-06-29 18:50:03,2016-06-29 18:58:08,N,1,-73.992485046386719,40.689426422119141,-73.980125427246094,40.676895141601563,1,1.46,7.5,1,0.5,2.32,0,,0.3,11.62,1,1
2,2016-06-15 03:41:00,2016-06-15 03:46:02,N,1,-73.885513305664063,40.858531951904297,-73.8802490234375,40.840534210205078,1,1.48,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2016-06-08 13:54:02,2016-06-08 14:11:23,N,1,-73.949539184570312,40.719051361083984,-73.949531555175781,40.719066619873047,3,3.12,13.5,0,0.5,2.86,0,,0.3,17.16,1,1
1,2016-06-17 05:16:47,2016-06-17 05:25:38,N,1,-73.939872741699219,40.801166534423828,-73.963768005371094,40.774303436279297,1,2.50,10,0.5,0.5,2.25,0,,0.3,13.55,1,1
2,2016-06-04 14:34:58,2016-06-04 14:55:11,N,1,-73.987411499023437,40.691226959228516,-73.934219360351563,40.676040649414063,1,3.30,15.5,0,0.5,0,0,,0.3,16.3,2,1
2,2016-06-20 08:18:48,2016-06-20 08:25:49,N,1,-73.951484680175781,40.812141418457031,-73.939559936523438,40.805206298828125,1,.90,6.5,0,0.5,1.46,0,,0.3,8.76,1,1
2,2016-06-11 16:17:13,2016-06-11 16:27:36,N,1,-73.94964599609375,40.785358428955078,-73.972671508789063,40.793067932128906,1,1.55,9,0,0.5,1.96,0,,0.3,11.76,1,1
2,2016-06-26 18:08:04,2016-06-26 18:35:40,N,1,-73.980392456054688,40.676605224609375,-73.955230712890625,40.728683471679688,1,5.81,22,0,0.5,5,0,,0.3,27.8,1,1
2,2016-06-09 17:07:58,2016-06-09 17:13:22,N,1,-73.965133666992188,40.679405212402344,-73.958518981933594,40.681602478027344,1,.58,5.5,1,0.5,1.46,0,,0.3,8.76,1,1
2,2016-06-15 16:55:57,2016-06-15 16:59:59,N,1,-73.9361572265625,40.814945220947266,-73.945487976074219,40.807998657226563,2,.85,5,1,0.5,0,0,,0.3,6.8,2,1
2,2016-06-22 20:08:36,2016-06-22 20:40:35,N,1,-73.867393493652344,40.722171783447266,-73.98956298828125,40.728672027587891,1,8.82,30.5,0.5,0.5,0,5.54,,0.3,37.34,2,1
1,2016-06-04 18:55:10,2016-06-04 19:27:40,Y,1,-74.0120849609375,40.646926879882813,-73.898918151855469,40.588249206542969,3,13.00,37.5,0,0.5,1,0,,0.3,39.3,1,1
2,2016-06-08 14:53:44,2016-06-08 14:55:22,N,1,-73.953399658203125,40.817676544189453,-73.956062316894531,40.813648223876953,1,.30,3.5,0,0.5,0,0,,0.3,4.3,2,1
2,2016-06-09 11:29:22,2016-06-09 11:37:39,N,1,-74.009414672851563,40.640953063964844,-74.009849548339844,40.631076812744141,2,.96,6.5,0,0.5,0,0,,0.3,7.3,2,1
1,2016-06-03 17:46:46,2016-06-03 17:57:13,N,1,-73.908103942871094,40.771232604980469,-73.920143127441406,40.756366729736328,1,1.20,8.5,1,0.5,2.05,0,,0.3,12.35,1,1
1,2016-06-21 21:42:25,2016-06-21 21:47:22,N,1,-73.982986450195313,40.665134429931641,-73.991142272949219,40.658168792724609,1,.90,5.5,0.5,0.5,2,0,,0.3,8.8,1,1
2,2016-06-23 17:39:13,2016-06-23 18:12:16,N,1,-73.932334899902344,40.798038482666016,-73.941650390625,40.833335876464844,1,3.56,21,1,0.5,0,0,,0,22.5,2,2
2,2016-06-28 18:55:45,2016-06-28 19:12:53,N,1,-73.948974609375,40.797004699707031,-73.924209594726563,40.826953887939453,5,3.41,14,1,0.5,0,0,,0.3,15.8,2,1
2,2016-06-04 23:55:29,2016-06-05 00:12:03,N,1,-73.871910095214844,40.748966217041016,-73.916458129882813,40.743263244628906,1,2.42,12.5,0.5,0.5,0,0,,0.3,13.8,1,1
2,2016-06-08 16:34:28,2016-06-08 16:48:28,N,1,-73.919906616210937,40.816600799560547,-73.948043823242188,40.825576782226563,1,1.62,10.5,1,0.5,2.46,0,,0.3,14.76,1,1
2,2016-06-24 19:00:26,2016-06-24 19:04:09,N,1,-73.937385559082031,40.801506042480469,-73.944816589355469,40.79071044921875,1,.99,5,1,0.5,0,0,,0.3,6.8,2,1
1,2016-06-23 14:42:26,2016-06-23 14:56:30,N,1,-73.895576477050781,40.746429443359375,-73.882606506347656,40.737545013427734,1,1.70,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,2016-06-12 10:18:31,2016-06-12 10:23:42,N,1,-73.947647094726563,40.830101013183594,-73.937164306640625,40.842155456542969,1,1.07,6,0,0.5,0,0,,0.3,6.8,2,1
2,2016-06-22 22:37:26,2016-06-22 22:41:46,N,1,-73.957290649414063,40.801731109619141,-73.951423645019531,40.793754577636719,1,.87,5,0.5,0.5,1.58,0,,0.3,7.88,1,1
2,2016-06-16 13:26:08,2016-06-16 14:09:27,N,1,-73.989166259765625,40.693325042724609,-73.871223449707031,40.774459838867188,1,9.71,38.5,0,0.5,7.86,0,,0.3,47.16,1,1
2,2016-06-25 21:08:31,2016-06-25 21:29:06,N,1,-73.994621276855469,40.703010559082031,-73.982147216796875,40.756168365478516,1,6.93,23,0.5,0.5,4.86,0,,0.3,29.16,1,1
2,2016-06-16 10:32:04,2016-06-16 11:11:03,N,2,-73.937210083007813,40.812576293945313,-73.782058715820313,40.644908905029297,1,17.87,52,0,0.5,11.67,5.54,,0.3,70.01,1,1
2,2016-06-23 17:58:36,2016-06-23 18:12:33,N,1,-73.987525939941406,40.692043304443359,-74.001419067382812,40.679943084716797,2,1.55,10,1,0.5,2.95,0,,0.3,14.75,1,1
2,2016-06-04 23:33:43,2016-06-04 23:43:36,N,1,-73.952949523925781,40.718486785888672,-73.940696716308594,40.721687316894531,1,1.38,8.5,0.5,0.5,2.45,0,,0.3,12.25,1,1
2,2016-06-26 18:37:55,2016-06-26 18:55:48,N,1,-73.807754516601563,40.700489044189453,-73.871139526367187,40.774143218994141,1,7.41,22.5,0,0.5,4.66,0,,0.3,27.96,1,1
1,2016-06-03 18:04:46,2016-06-03 18:38:00,N,1,-73.946052551269531,40.792194366455078,-73.918197631835938,40.814914703369141,2,2.40,20,1,0.5,2,0,,0.3,23.8,1,1
1,2016-06-02 18:59:22,2016-06-02 19:03:46,N,1,-73.909164428710938,40.874126434326172,-73.901664733886719,40.862739562988281,1,1.30,6,1,0.5,0,0,,0.3,7.8,2,1
2,2016-06-24 21:40:48,2016-06-24 22:04:39,N,1,-73.940711975097656,40.813995361328125,-73.927207946777344,40.835067749023438,1,3.15,17,0.5,0.5,3.66,0,,0.3,21.96,1,1
2,2016-06-19 18:45:59,2016-06-19 18:56:48,N,1,-73.993690490722656,40.702541351318359,-73.942863464355469,40.714611053466797,1,3.64,13,0,0.5,2.76,0,,0.3,16.56,1,1
2,2016-06-13 09:08:02,2016-06-13 09:14:22,N,1,-73.946128845214844,40.817188262939453,-73.948524475097656,40.80377197265625,1,1.24,6.5,0,0.5,0,0,,0.3,7.3,2,1
1,2016-06-19 14:07:41,2016-06-19 14:12:29,N,1,-73.992164611816406,40.699203491210937,-73.995513916015625,40.683189392089844,1,1.30,6,0,0.5,1.35,0,,0.3,8.15,1,1
2,2016-06-29 08:53:12,2016-06-29 08:56:40,N,1,-73.947700500488281,40.804698944091797,-73.952735900878906,40.810409545898437,1,.47,4,0,0.5,0,0,,0.3,4.8,2,1
2,2016-06-16 09:04:22,2016-06-16 09:09:11,N,1,-73.947013854980469,40.784297943115234,-73.954917907714844,40.788494110107422,2,.54,5,0,0.5,1.16,0,,0.3,6.96,1,1
2,2016-06-20 00:00:04,2016-06-20 00:03:41,N,1,-73.921981811523438,40.755233764648437,-73.915748596191406,40.766460418701172,5,.93,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2016-06-23 23:15:43,2016-06-23 23:35:44,N,1,-73.925758361816406,40.762168884277344,-73.982627868652344,40.760177612304688,1,4.03,16.5,0.5,0.5,3.56,0,,0.3,21.36,1,1
2,2016-06-25 13:05:25,2016-06-25 13:21:42,N,1,-73.926017761230469,40.743801116943359,-73.871421813964844,40.74237060546875,1,3.00,14,0,0.5,0,0,,0.3,14.8,2,1
2,2016-06-17 18:59:25,2016-06-17 19:03:18,N,1,-73.912033081054688,40.775135040283203,-73.918754577636719,40.777427673339844,1,.48,4.5,1,0.5,2,0,,0.3,8.3,1,1
2,2016-06-26 02:03:37,2016-06-26 02:15:33,N,1,-73.95098876953125,40.825912475585938,-73.976249694824219,40.7762451171875,2,4.52,15,0.5,0.5,3.26,0,,0.3,19.56,1,1
1,2016-06-15 16:25:51,2016-06-15 16:26:51,N,1,-73.953872680664063,40.811393737792969,-73.953208923339844,40.813991546630859,1,.20,3,1,0.5,0,0,,0.3,4.8,2,1
2,2016-06-04 16:57:47,2016-06-04 17:07:16,N,1,-73.956962585449219,40.718509674072266,-73.9468994140625,40.7113037109375,1,.92,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,2016-06-16 13:26:30,2016-06-16 13:30:36,N,1,-73.953628540039063,40.790779113769531,-73.956130981445312,40.784763336181641,1,.52,4.5,0,0.5,0,0,,0.3,5.3,1,1
1,2016-06-10 20:09:19,2016-06-10 20:15:58,N,1,-73.950454711914063,40.826778411865234,-73.940261840820313,40.838600158691406,3,1.10,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2016-06-16 18:57:16,2016-06-16 19:04:47,N,1,-73.950546264648438,40.669422149658203,-73.959205627441406,40.67791748046875,1,1.27,7,1,0.5,2.64,0,,0.3,11.44,1,1
2,2016-06-03 13:14:30,2016-06-03 13:33:23,N,1,-73.869789123535156,40.734836578369141,-73.80609130859375,40.665641784667969,1,8.30,24,0,0.5,4.96,0,,0.3,29.76,1,1
2,2016-06-25 17:43:21,2016-06-25 17:50:45,N,1,-73.862075805664063,40.729782104492188,-73.832977294921875,40.715446472167969,1,1.83,8,0,0.5,0,0,,0.3,8.8,2,1
2,2016-06-11 11:42:03,2016-06-11 11:56:29,N,1,-73.986030578613281,40.689113616943359,-73.961868286132813,40.720027923583984,1,3.71,13.5,0,0.5,2,0,,0.3,16.3,1,1
2,2016-06-04 08:40:47,2016-06-04 09:11:26,N,1,-73.921501159667969,40.766471862792969,-73.994850158691406,40.752250671386719,1,5.63,23,0,0.5,4.76,0,,0.3,28.56,1,1
2,2016-06-12 12:49:51,2016-06-12 13:04:11,N,1,-73.918998718261719,40.7430419921875,-73.880767822265625,40.756183624267578,1,2.71,12,0,0.5,0,0,,0.3,12.8,2,1
2,2016-06-14 02:04:18,2016-06-14 02:16:07,N,1,-73.991935729980469,40.684562683105469,-73.961311340332031,40.714450836181641,1,3.62,13,0.5,0.5,2.86,0,,0.3,17.16,1,1
2,2016-06-30 19:12:41,2016-06-30 19:36:34,N,1,-73.990959167480469,40.692283630371094,-73.936752319335937,40.670906066894531,3,3.77,18,1,0.5,0,0,,0.3,19.8,2,1
1,2016-06-13 09:42:07,2016-06-13 09:56:24,N,1,-73.888725280761719,40.747180938720703,-73.935493469238281,40.74420166015625,1,2.90,12,0,0.5,3.2,0,,0.3,16,1,1
2,2016-06-16 07:51:15,2016-06-16 07:56:23,N,1,-73.943733215332031,40.792976379394531,-73.935493469238281,40.804244995117187,1,.86,5.5,0,0.5,0,0,,0.3,6.3,2,1
2,2016-06-27 01:34:53,2016-06-27 01:44:35,N,1,-73.903129577636719,40.746028900146484,-73.923683166503906,40.771598815917969,1,3.25,12,0.5,0.5,2,0,,0.3,15.3,1,1
2,2016-06-17 07:22:36,2016-06-17 07:58:35,N,5,-73.939651489257813,40.757663726806641,-73.7901611328125,40.646858215332031,1,15.47,45,0,0,9,0,,0,54,1,2
2,2016-06-03 21:54:05,2016-06-03 21:58:26,N,1,-73.944854736328125,40.833965301513672,-73.94482421875,40.834232330322266,1,.08,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
1,2016-06-17 19:37:34,2016-06-17 19:49:59,N,1,-73.807716369628906,40.7001953125,-73.79681396484375,40.709297180175781,3,1.40,9,1,0,0,0,,0,10,2,2
2,2016-06-29 08:55:19,2016-06-29 09:07:19,N,1,-73.9969482421875,40.679908752441406,-73.99212646484375,40.695034027099609,1,1.23,9,0,0.5,2.45,0,,0.3,12.25,1,1
2,2016-06-08 17:58:01,2016-06-08 18:10:11,N,1,-73.891532897949219,40.746623992919922,-73.868316650390625,40.752204895019531,6,1.54,9.5,1,0.5,2.82,0,,0.3,14.12,1,1
2,2016-06-23 13:43:34,2016-06-23 14:23:26,N,1,-73.942825317382813,40.814922332763672,-73.973526000976563,40.7647705078125,1,5.59,27.5,0,0.5,5.66,0,,0.3,33.96,1,1
1,2016-06-02 00:20:51,2016-06-02 00:37:19,N,1,-73.960548400878906,40.719474792480469,-73.993995666503906,40.726802825927734,1,3.40,14.5,0.5,0.5,3.15,0,,0.3,18.95,1,1
2,2016-06-23 06:50:43,2016-06-23 07:02:36,N,1,-73.945266723632812,40.8023681640625,-73.975021362304688,40.758152008056641,1,3.58,12.5,0,0.5,0,0,,0.3,13.3,2,1
2,2016-06-12 12:57:42,2016-06-12 13:19:12,N,1,-73.987785339355469,40.690326690673828,-73.919792175292969,40.702030181884766,1,5.45,19.5,0,0.5,0,0,,0.3,20.3,1,1
1,2016-06-02 02:22:16,2016-06-02 02:24:43,N,1,-73.957740783691406,40.717777252197266,-73.950935363769531,40.723777770996094,1,.50,4,0.5,0.5,0,0,,0.3,5.3,2,1
1,2016-06-12 15:20:35,2016-06-12 15:28:02,N,1,-73.993202209472656,40.689914703369141,-74.003105163574219,40.684242248535156,1,.90,6.5,0,0.5,1.45,0,,0.3,8.75,1,1
2,2016-06-15 16:41:24,2016-06-15 16:44:47,N,1,-73.900802612304687,40.745849609375,-73.906959533691406,40.742473602294922,1,.56,4,1,0.5,0,0,,0.3,5.8,2,1
2,2016-06-20 17:27:36,2016-06-20 17:34:15,N,1,-73.959815979003906,40.687938690185547,-73.952178955078125,40.694984436035156,1,.91,6,1,0.5,1.95,0,,0.3,9.75,1,1
2,2016-06-11 21:18:59,2016-06-11 21:44:52,N,1,-73.84429931640625,40.720962524414063,-73.951667785644531,40.714328765869141,1,7.19,26,0.5,0.5,5.46,0,,0.3,32.76,1,1
2,2016-06-27 16:05:40,2016-06-27 16:19:35,N,1,-73.942161560058594,40.841915130615234,-73.9935302734375,40.771232604980469,2,6.19,19.5,1,0.5,0,0,,0.3,21.3,2,1
2,2016-06-01 16:43:56,2016-06-01 16:53:35,N,1,-73.922554016113281,40.765487670898437,-73.918876647949219,40.759037017822266,1,1.06,7.5,1,0.5,1.86,0,,0.3,11.16,1,1
1,2016-06-30 22:22:23,2016-06-30 23:12:16,N,1,-73.925712585449219,40.772468566894531,-73.862144470214844,40.729034423828125,1,7.40,37.5,0.5,0.5,1,0,,0.3,39.8,1,1
