VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-03-10 07:13:19,2016-03-10 07:23:03,1,1.43,-73.948150634765625,40.782730102539063,1,N,-73.958290100097656,40.765426635742188,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2016-03-10 07:13:19,2016-03-10 07:17:08,1,.87,-73.981781005859375,40.746730804443359,1,N,-73.974861145019531,40.759239196777344,1,5,0,0.5,1.16,0,0.3,6.96
2,2016-03-10 07:13:19,2016-03-10 07:30:31,1,2.24,-73.968231201171875,40.788211822509766,1,N,-73.952407836914062,40.768768310546875,2,12.5,0,0.5,0,0,0.3,13.3
2,2016-03-10 07:13:20,2016-03-10 07:30:34,1,3.44,-74.007865905761719,40.732452392578125,1,N,-73.97161865234375,40.763496398925781,1,14,0,0.5,2.96,0,0.3,17.76
2,2016-03-10 07:13:20,2016-03-10 07:20:58,1,1.13,-73.99169921875,40.749782562255859,1,N,-73.981719970703125,40.744636535644531,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2016-03-10 07:13:20,2016-03-10 07:21:21,1,1.28,-73.998222351074219,40.735538482666016,1,N,-73.997726440429687,40.722499847412109,2,7.5,0,0.5,0,0,0.3,8.3
2,2016-03-10 07:13:21,2016-03-10 07:24:24,1,3.02,-74.007575988769531,40.71551513671875,1,N,-73.983428955078125,40.751106262207031,1,11,0,0.5,1.77,0,0.3,13.57
2,2016-03-10 07:13:21,2016-03-10 07:19:18,1,1.27,-73.969497680664063,40.75701904296875,1,N,-73.954742431640625,40.765399932861328,1,6.5,0,0.5,0,0,0.3,7.3
2,2016-03-10 07:13:22,2016-03-10 07:18:54,1,1.29,-73.986618041992188,40.778759002685547,1,N,-73.98309326171875,40.763729095458984,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2016-03-10 07:13:22,2016-03-10 07:39:53,2,7.50,-73.997169494628906,40.688922882080078,1,N,-73.968971252441406,40.754241943359375,1,23.5,0,0.5,4.86,0,0.3,29.16
2,2016-03-10 07:13:23,2016-03-10 07:19:25,1,.92,-73.997200012207031,40.684207916259766,1,N,-73.989410400390625,40.692348480224609,1,6,0,0.5,1.7,0,0.3,8.5
2,2016-03-10 07:13:24,2016-03-10 07:17:00,5,.85,-73.969276428222656,40.763401031494141,1,N,-73.962120056152344,40.776248931884766,2,5,0,0.5,0,0,0.3,5.8
2,2016-03-10 07:13:24,2016-03-10 07:21:43,2,1.20,-73.962730407714844,40.763160705566406,1,N,-73.975921630859375,40.753921508789063,1,7.5,0,0.5,1.66,0,0.3,9.96
2,2016-03-10 07:13:26,2016-03-10 07:18:08,1,.95,-73.989616394042969,40.755821228027344,1,N,-73.981597900390625,40.764537811279297,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2016-03-10 07:13:26,2016-03-10 07:22:55,2,2.41,-73.991386413574219,40.743953704833984,1,N,-74.003990173339844,40.717288970947266,1,9.5,0,0.5,2.06,0,0.3,12.36
2,2016-03-10 07:13:26,2016-03-10 07:32:07,1,4.20,-73.993850708007813,40.751628875732422,1,N,-74.003814697265625,40.715576171875,2,16,0,0.5,0,0,0.3,16.8
2,2016-03-10 07:13:28,2016-03-10 07:27:54,1,2.57,-73.992767333984375,40.735721588134766,1,N,-74.008460998535156,40.706451416015625,1,12,0,0.5,0.2,0,0.3,13
2,2016-03-10 07:13:29,2016-03-10 07:30:13,1,3.28,-73.980606079101563,40.733921051025391,1,N,-73.950439453125,40.775337219238281,1,13.5,0,0.5,2.86,0,0.3,17.16
2,2016-03-10 07:13:29,2016-03-10 07:25:15,1,1.28,-73.989715576171875,40.768100738525391,1,N,-73.984130859375,40.757045745849609,1,9,0,0.5,1.96,0,0.3,11.76
2,2016-03-10 07:13:29,2016-03-10 07:32:09,5,4.51,-74.010368347167969,40.719341278076172,1,N,-73.986351013183594,40.770748138427734,1,17.5,0,0.5,4.58,0,0.3,22.88
2,2016-03-10 07:13:29,2016-03-10 07:24:49,1,1.62,-73.978446960449219,40.745109558105469,1,N,-73.975067138671875,40.763690948486328,1,9.5,0,0.5,2.06,0,0.3,12.36
2,2016-03-10 07:13:30,2016-03-10 07:37:25,1,3.98,-73.985893249511719,40.759609222412109,1,N,-74.010421752929688,40.709251403808594,1,18,0,0.5,2.5,0,0.3,21.3
2,2016-03-10 07:13:31,2016-03-10 07:25:35,5,3.23,-74.005744934082031,40.718032836914062,1,N,-73.978744506835938,40.754360198974609,1,12,0,0.5,2.56,0,0.3,15.36
2,2016-03-10 07:13:32,2016-03-10 07:18:04,1,.90,-73.983901977539062,40.755455017089844,1,N,-73.980415344238281,40.76568603515625,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2016-03-10 07:13:32,2016-03-10 07:27:42,1,2.19,-73.962020874023438,40.767810821533203,1,N,-73.988533020019531,40.755741119384766,1,11.5,0,0.5,2.46,0,0.3,14.76
2,2016-03-10 07:13:32,2016-03-10 07:18:24,1,1.03,-73.964118957519531,40.791610717773437,1,N,-73.95806884765625,40.782341003417969,1,6,0,0.5,0,0,0.3,6.8
2,2016-03-10 07:13:32,2016-03-10 07:16:42,1,.68,-73.9769287109375,40.755878448486328,1,N,-73.97747802734375,40.763511657714844,2,4.5,0,0.5,0,0,0.3,5.3
2,2016-03-10 07:13:33,2016-03-10 07:17:51,1,.71,-73.969749450683594,40.763271331787109,1,N,-73.976043701171875,40.756450653076172,2,5,0,0.5,0,0,0.3,5.8
2,2016-03-10 07:13:33,2016-03-10 08:26:37,1,18.79,-73.783576965332031,40.646389007568359,2,N,-74.003257751464844,40.728401184082031,1,52,0,0.5,11.67,5.54,0.3,70.01
2,2016-03-10 07:13:33,2016-03-10 07:23:49,1,1.92,-73.957817077636719,40.768459320068359,1,N,-73.987457275390625,40.77587890625,2,9.5,0,0.5,0,0,0.3,10.3
2,2016-03-10 07:13:33,2016-03-10 08:44:31,1,.00,-73.783576965332031,40.646389007568359,1,N,-74.004928588867188,40.725490570068359,2,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10 07:13:33,2016-03-10 08:44:31,1,.00,-73.783576965332031,40.646389007568359,1,N,-74.004928588867188,40.725490570068359,3,-2.5,0,-0.5,0,0,-0.3,-3.3
2,2016-03-10 07:13:34,2016-03-10 07:20:35,4,1.77,-73.954803466796875,40.780590057373047,1,N,-73.969390869140625,40.758758544921875,1,7.5,0,0.5,2.08,0,0.3,10.38
2,2016-03-10 07:13:34,2016-03-10 07:35:34,1,4.44,-74.007606506347656,40.724758148193359,1,N,-73.964958190917969,40.764930725097656,1,17.5,0,0.5,3.66,0,0.3,21.96
2,2016-03-10 07:13:34,2016-03-10 07:19:28,6,1.37,-73.979049682617188,40.772109985351562,1,N,-73.961532592773438,40.77410888671875,1,6.5,0,0.5,1,0,0.3,8.3
2,2016-03-10 07:13:34,2016-03-10 07:16:45,2,.69,-73.967765808105469,40.765594482421875,1,N,-73.963981628417969,40.773838043212891,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2016-03-10 07:13:34,2016-03-10 07:26:42,1,1.96,-73.961456298828125,40.76470947265625,1,N,-73.984809875488281,40.754180908203125,1,10.5,0,0.5,1.7,0,0.3,13
2,2016-03-10 07:13:35,2016-03-10 07:23:05,1,1.64,-73.954826354980469,40.800212860107422,1,N,-73.955360412597656,40.782943725585937,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2016-03-10 07:13:35,2016-03-10 07:39:10,1,6.17,-73.951240539550781,40.825531005859375,1,N,-73.960411071777344,40.763046264648437,1,22.5,0,0.5,3,0,0.3,26.3
2,2016-03-10 07:13:35,2016-03-10 07:19:10,1,1.41,-73.989967346191406,40.746829986572266,1,N,-73.97528076171875,40.760082244873047,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2016-03-10 07:13:35,2016-03-10 07:17:46,1,.79,-73.997238159179687,40.747028350830078,1,N,-74.006088256835937,40.75006103515625,2,5,0,0.5,0,0,0.3,5.8
2,2016-03-10 07:13:35,2016-03-10 07:37:24,5,10.65,-73.970016479492188,40.756999969482422,1,N,-73.864540100097656,40.770221710205078,1,31,0,0.5,7.47,5.54,0.3,44.81
2,2016-03-10 07:13:35,2016-03-10 07:25:12,5,5.51,-74.007110595703125,40.703750610351563,1,N,-73.976188659667969,40.751461029052734,2,16.5,0,0.5,0,0,0.3,17.3
2,2016-03-10 07:13:36,2016-03-10 07:28:25,1,2.01,-73.991462707519531,40.749950408935547,1,N,-73.973579406738281,40.760578155517578,1,11,0,0.5,2.95,0,0.3,14.75
2,2016-03-10 07:13:36,2016-03-10 07:18:30,1,.72,-73.977188110351562,40.755748748779297,1,N,-73.981651306152344,40.762908935546875,1,5.5,0,0.5,0.5,0,0.3,6.8
2,2016-03-10 07:13:37,2016-03-10 07:20:21,5,1.91,-74.008003234863281,40.731021881103516,1,N,-73.999237060546875,40.754409790039063,1,8,0,0.5,1.76,0,0.3,10.56
2,2016-03-10 07:13:38,2016-03-10 07:23:37,6,2.12,-73.989639282226563,40.701847076416016,1,N,-74.01336669921875,40.715564727783203,1,9.5,0,0.5,2,0,0.3,12.3
2,2016-03-10 07:13:38,2016-03-10 07:18:11,1,.76,-73.982879638671875,40.761039733886719,1,N,-73.976272583007812,40.754619598388672,2,5,0,0.5,0,0,0.3,5.8
2,2016-03-10 07:13:39,2016-03-10 07:17:13,5,.64,-73.9521484375,40.8089599609375,1,N,-73.953559875488281,40.816150665283203,1,5,0,0.5,0,0,0.3,5.8
2,2016-03-10 07:13:40,2016-03-10 07:23:25,1,1.97,-73.954513549804687,40.787380218505859,1,N,-73.958106994628906,40.765289306640625,1,9,0,0.5,1,0,0.3,10.8
2,2016-03-10 07:13:40,2016-03-10 07:17:16,2,.64,-73.990707397460938,40.755748748779297,1,N,-73.982719421386719,40.75933837890625,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2016-03-10 07:13:41,2016-03-10 07:18:58,1,1.70,-73.998092651367188,40.741291046142578,1,N,-73.978401184082031,40.752998352050781,1,7,0,0.5,1.95,0,0.3,9.75
2,2016-03-10 07:13:41,2016-03-10 07:26:43,1,2.52,-73.995445251464844,40.723781585693359,1,N,-73.991813659667969,40.749137878417969,1,11,0,0.5,0,0,0.3,11.8
2,2016-03-10 07:13:42,2016-03-10 07:17:28,1,.90,-73.939697265625,40.815891265869141,1,N,-73.952217102050781,40.808860778808594,2,5,0,0.5,0,0,0.3,5.8
2,2016-03-10 07:13:43,2016-03-10 07:17:32,1,.92,-73.991897583007812,40.749111175537109,1,N,-73.9876708984375,40.741298675537109,1,5,0,0.5,1,0,0.3,6.8
2,2016-03-10 07:13:43,2016-03-10 07:22:00,2,1.29,-73.979133605957031,40.744430541992188,1,N,-73.991081237792969,40.755428314208984,1,7.5,0,0.5,1.66,0,0.3,9.96
2,2016-03-10 07:13:43,2016-03-10 08:24:17,2,17.60,-73.7901611328125,40.646770477294922,2,N,-73.980712890625,40.764636993408203,2,52,0,0.5,0,5.54,0.3,58.34
2,2016-03-10 07:13:44,2016-03-10 07:19:57,5,1.99,-73.954345703125,40.779029846191406,1,N,-73.936180114746094,40.803936004638672,1,8,0,0.5,1.76,0,0.3,10.56
2,2016-03-10 07:13:44,2016-03-10 07:17:55,1,.82,-73.991615295410156,40.770114898681641,1,N,-73.989776611328125,40.762474060058594,1,5,0,0.5,1.45,0,0.3,7.25
2,2016-03-10 07:13:44,2016-03-10 07:28:17,1,2.83,-73.950469970703125,40.775611877441406,1,N,-73.97882080078125,40.751701354980469,1,12.5,0,0.5,2.66,0,0.3,15.96
2,2016-03-10 07:13:44,2016-03-10 07:33:07,1,4.44,-73.977027893066406,40.753639221191406,1,N,-74.014556884765625,40.715480804443359,1,17,0,0.5,3.56,0,0.3,21.36
2,2016-03-10 07:13:45,2016-03-10 07:18:29,1,.84,-73.991409301757812,40.750019073486328,1,N,-73.982307434082031,40.756916046142578,2,5.5,0,0.5,0,0,0.3,6.3
2,2016-03-10 07:13:45,2016-03-10 07:26:19,1,5.61,-73.97705078125,40.743541717529297,1,N,-74.013481140136719,40.713958740234375,1,18,0,0.5,2.75,0,0.3,21.55
2,2016-03-10 07:13:45,2016-03-10 07:20:42,1,1.29,-73.975738525390625,40.750469207763672,1,N,-73.962898254394531,40.766399383544922,1,7,0,0.5,1,0,0.3,8.8
2,2016-03-10 07:13:46,2016-03-10 07:40:08,2,10.00,-73.999855041503906,40.719326019287109,1,N,-73.870597839355469,40.773906707763672,1,31,0,0.5,5,0,0.3,36.8
2,2016-03-10 07:13:46,2016-03-10 07:28:00,1,1.55,-74.002204895019531,40.750286102294922,1,N,-73.981369018554688,40.746974945068359,1,10.5,0,0.5,2.26,0,0.3,13.56
2,2016-03-10 07:13:46,2016-03-10 07:24:12,6,2.20,-73.990501403808594,40.730541229248047,1,N,-73.973037719726563,40.758071899414063,1,10,0,0.5,2.16,0,0.3,12.96
2,2016-03-10 07:13:46,2016-03-10 07:19:43,1,.93,-73.990753173828125,40.741989135742188,1,N,-73.976577758789063,40.739528656005859,1,6,0,0.5,2.04,0,0.3,8.84
2,2016-03-10 07:13:47,2016-03-10 07:28:26,1,2.71,-73.958511352539062,40.764095306396484,1,N,-73.948249816894531,40.795215606689453,1,12,0,0.5,2.56,0,0.3,15.36
2,2016-03-10 07:13:47,2016-03-10 07:31:18,5,2.97,-73.953842163085937,40.772693634033203,1,N,-73.985694885253906,40.751384735107422,1,13.5,0,0.5,1,0,0.3,15.3
2,2016-03-10 07:13:47,2016-03-10 07:22:11,1,1.93,-73.95294189453125,40.772117614746094,1,N,-73.976173400878906,40.763633728027344,1,8.5,0,0.5,1,0,0.3,10.3
2,2016-03-10 07:13:48,2016-03-10 07:17:14,1,.37,-73.954757690429688,40.768802642822266,1,N,-73.954147338867188,40.765190124511719,1,4,0,0.5,0.96,0,0.3,5.76
2,2016-03-10 07:13:48,2016-03-10 07:33:48,6,4.02,-73.936927795410156,40.813888549804688,1,N,-73.948570251464844,40.770519256591797,1,16,0,0.5,3.2,0,0.3,20
2,2016-03-10 07:13:49,2016-03-10 07:26:08,4,1.52,-73.9910888671875,40.766029357910156,1,N,-73.99273681640625,40.748691558837891,2,9,0,0.5,0,0,0.3,9.8
2,2016-03-10 07:13:49,2016-03-10 08:31:50,1,20.89,-73.790008544921875,40.646690368652344,2,N,-73.975471496582031,40.765316009521484,1,52,0,0.5,6,5.54,0.3,64.34
2,2016-03-10 07:13:49,2016-03-10 07:27:54,2,2.81,-73.945365905761719,40.778427124023438,1,N,-73.973213195800781,40.755527496337891,1,12.5,0,0.5,1,0,0.3,14.3
2,2016-03-10 07:13:50,2016-03-10 07:37:48,1,8.78,-73.966278076171875,40.789619445800781,1,N,-73.870719909667969,40.774028778076172,1,28,0,0.5,6.87,5.54,0.3,41.21
2,2016-03-10 07:13:50,2016-03-10 07:24:09,1,1.00,-73.991592407226562,40.749900817871094,1,N,-73.982223510742188,40.74591064453125,2,8,0,0.5,0,0,0.3,8.8
2,2016-03-10 07:13:51,2016-03-10 07:25:16,1,2.35,-73.951942443847656,40.781826019287109,1,N,-73.973320007324219,40.759658813476563,1,10,0,0.5,1.25,0,0.3,12.05
2,2016-03-10 07:13:51,2016-03-10 07:26:23,2,1.84,-73.982154846191406,40.769256591796875,1,N,-73.956520080566406,40.764728546142578,1,10,0,0.5,2.16,0,0.3,12.96
2,2016-03-10 07:13:51,2016-03-10 07:19:37,1,.98,-73.981086730957031,40.784320831298828,1,N,-73.977012634277344,40.774875640869141,2,6,0,0.5,0,0,0.3,6.8
2,2016-03-10 07:13:52,2016-03-10 07:23:50,1,2.35,-73.966148376464844,40.754779815673828,1,N,-73.991600036621094,40.735221862792969,2,9.5,0,0.5,0,0,0.3,10.3
2,2016-03-10 07:13:52,2016-03-10 07:23:57,1,1.54,-74.012527465820313,40.702289581298828,1,N,-74.002571105957031,40.719829559326172,2,8.5,0,0.5,0,0,0.3,9.3
2,2016-03-10 07:13:52,2016-03-10 07:21:38,1,1.60,-73.991737365722656,40.740005493164063,1,N,-73.9732666015625,40.749263763427734,1,8,0,0.5,1,0,0.3,9.8
2,2016-03-10 07:13:52,2016-03-10 07:59:53,2,16.68,-73.863288879394531,40.769920349121094,1,N,-74.013351440429687,40.715641021728516,1,49.5,0,0.5,11.17,5.54,0.3,67.01
2,2016-03-10 07:13:53,2016-03-10 07:29:26,1,1.82,-73.988990783691406,40.774200439453125,1,N,-73.978416442871094,40.756759643554687,1,11.5,0,0.5,2.46,0,0.3,14.76
2,2016-03-10 07:13:53,2016-03-10 07:17:56,5,.60,-73.977142333984375,40.753681182861328,1,N,-73.983230590820313,40.758331298828125,1,4.5,0,0.5,1,0,0.3,6.3
2,2016-03-10 07:13:53,2016-03-10 07:32:05,5,3.12,-73.994071960449219,40.751201629638672,1,N,-73.956253051757813,40.763446807861328,2,14.5,0,0.5,0,0,0.3,15.3
2,2016-03-10 07:13:54,2016-03-10 07:28:27,1,2.42,-73.966827392578125,40.759986877441406,1,N,-73.998466491699219,40.754253387451172,1,11.5,0,0.5,2.46,0,0.3,14.76
2,2016-03-10 07:13:54,2016-03-10 07:23:28,2,1.50,-73.984153747558594,40.780361175537109,1,N,-73.981613159179688,40.762580871582031,1,8.5,0,0.5,1.2,0,0.3,10.5
2,2016-03-10 07:13:54,2016-03-10 07:26:11,1,2.92,-74.0003662109375,40.727092742919922,1,N,-73.987228393554688,40.692581176757813,2,12,0,0.5,0,0,0.3,12.8
2,2016-03-10 07:13:54,2016-03-10 07:37:21,1,4.75,-73.97662353515625,40.775398254394531,1,N,-74.009895324707031,40.721408843994141,1,19,0,0.5,1.2,0,0.3,21
2,2016-03-10 07:13:54,2016-03-10 07:17:26,4,.57,-73.982345581054687,40.767581939697266,1,N,-73.973129272460938,40.764141082763672,1,4.5,0,0.5,1.32,0,0.3,6.62
2,2016-03-10 07:13:55,2016-03-10 07:16:20,1,.31,-73.974937438964844,40.750080108642578,1,N,-73.979469299316406,40.752559661865234,2,3.5,0,0.5,0,0,0.3,4.3
2,2016-03-10 07:13:55,2016-03-10 07:32:34,1,4.10,-73.863960266113281,40.769763946533203,1,N,-73.927719116210937,40.766273498535156,1,16,0,0.5,0,0,0.3,16.8
2,2016-03-10 07:13:55,2016-03-10 07:18:47,1,1.00,-73.98828125,40.748611450195313,1,N,-73.977256774902344,40.75531005859375,2,5.5,0,0.5,0,0,0.3,6.3
2,2016-03-10 07:13:56,2016-03-10 07:19:51,1,1.34,-73.993850708007813,40.745616912841797,1,N,-73.981399536132812,40.758785247802734,1,6.5,0,0.5,1.2,0,0.3,8.5
2,2016-03-10 07:13:56,2016-03-10 07:19:47,1,1.85,-73.995582580566406,40.734249114990234,1,N,-73.982879638671875,40.756721496582031,1,7.5,0,0.5,1.66,0,0.3,9.96
2,2016-03-10 07:13:56,2016-03-10 07:22:37,1,1.82,-73.995956420898438,40.738510131835938,1,N,-73.984794616699219,40.761196136474609,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2016-03-10 07:13:56,2016-03-10 07:39:43,1,5.17,-73.992378234863281,40.694290161132812,1,N,-73.983589172363281,40.752979278564453,1,20.5,0,0.5,0,0,0.3,21.3
2,2016-03-10 07:13:57,2016-03-10 07:16:52,1,1.02,-73.958328247070312,40.772922515869141,1,N,-73.949501037597656,40.785369873046875,2,5,0,0.5,0,0,0.3,5.8
2,2016-03-10 07:13:57,2016-03-10 07:17:20,1,.66,-73.988029479980469,40.779331207275391,1,N,-73.979248046875,40.781810760498047,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2016-03-10 07:13:58,2016-03-10 07:24:53,5,1.47,-73.990699768066406,40.755790710449219,1,N,-73.971176147460938,40.759735107421875,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2016-03-10 07:13:58,2016-03-10 07:30:16,6,3.20,-73.947158813476562,40.779788970947266,1,N,-73.980728149414063,40.760971069335938,2,13,0,0.5,0,0,0.3,13.8
2,2016-03-10 07:13:59,2016-03-10 07:21:21,1,.89,-73.946563720703125,40.775661468505859,1,N,-73.95758056640625,40.782588958740234,1,6.5,0,0.5,2,0,0.3,9.3
2,2016-03-10 07:13:59,2016-03-10 07:16:28,3,.51,-73.978767395019531,40.753101348876953,1,N,-73.973823547363281,40.758880615234375,1,4,0,0.5,0.96,0,0.3,5.76
2,2016-03-10 07:14:00,2016-03-10 07:21:54,6,1.85,-74.003158569335937,40.739025115966797,1,N,-73.986038208007813,40.760677337646484,1,8,0,0.5,1,0,0.3,9.8
2,2016-03-10 07:14:00,2016-03-10 07:21:22,1,.75,-73.9644775390625,40.773036956787109,1,N,-73.952316284179687,40.768013000488281,1,6.5,0,0.5,1,0,0.3,8.3
2,2016-03-10 07:14:00,2016-03-10 07:19:18,1,.61,-73.98577880859375,40.741058349609375,1,N,-73.990348815917969,40.746860504150391,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2016-03-10 07:14:00,2016-03-10 07:21:08,6,2.87,-74.003822326660156,40.708011627197266,1,N,-74.011802673339844,40.721286773681641,1,10,0,0.5,1,0,0.3,11.8
2,2016-03-10 07:14:01,2016-03-10 07:28:17,6,2.19,-73.962509155273437,40.767204284667969,1,N,-73.966072082519531,40.789665222167969,1,11.5,0,0.5,1,0,0.3,13.3
2,2016-03-10 07:14:02,2016-03-10 07:19:13,1,1.03,-73.990776062011719,40.755817413330078,1,N,-73.979911804199219,40.765361785888672,1,6,0,0.5,1.36,0,0.3,8.16
2,2016-03-10 07:14:02,2016-03-10 07:18:26,1,.90,-73.966804504394531,40.764190673828125,1,N,-73.974899291992187,40.753391265869141,1,5.5,0,0.5,1.89,0,0.3,8.19
2,2016-03-10 07:14:02,2016-03-10 07:21:54,1,1.86,-73.971664428710937,40.761249542236328,1,N,-73.956794738769531,40.783500671386719,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2016-03-10 07:14:03,2016-03-10 07:37:09,1,4.81,-74.007133483886719,40.706901550292969,1,N,-73.973793029785156,40.763881683349609,2,19,0,0.5,0,0,0.3,19.8
2,2016-03-10 07:14:04,2016-03-10 07:27:58,1,2.03,-73.991073608398438,40.755741119384766,1,N,-73.977928161621094,40.764591217041016,2,10.5,0,0.5,0,0,0.3,11.3
2,2016-03-10 07:14:04,2016-03-10 08:31:17,1,19.71,-73.781890869140625,40.644641876220703,2,N,-73.997909545898437,40.727890014648438,1,52,0,0.5,11.67,5.54,0.3,70.01
2,2016-03-10 07:14:04,2016-03-10 07:25:31,5,2.47,-74.004058837890625,40.738296508789063,1,N,-73.975944519042969,40.753314971923828,1,10.5,0,0.5,2.26,0,0.3,13.56
2,2016-03-10 07:14:05,2016-03-10 07:20:08,1,1.53,-73.991340637207031,40.749759674072266,1,N,-73.978172302246094,40.736629486083984,1,7,0,0.5,0,0,0.3,7.8
2,2016-03-10 07:14:05,2016-03-10 07:21:17,1,1.02,-73.961219787597656,40.801509857177734,1,N,-73.972450256347656,40.794158935546875,2,6.5,0,0.5,0,0,0.3,7.3
2,2016-03-10 07:14:05,2016-03-10 07:24:33,1,2.65,-73.993827819824219,40.735179901123047,1,N,-73.99774169921875,40.761909484863281,1,10,0,0.5,2,0,0.3,12.8
2,2016-03-10 07:14:05,2016-03-10 07:21:14,2,1.81,-73.952690124511719,40.78350830078125,1,N,-73.968719482421875,40.761398315429688,1,7.5,0,0.5,1.66,0,0.3,9.96
2,2016-03-10 07:14:05,2016-03-10 07:16:57,1,.87,-73.974739074707031,40.790908813476562,1,N,-73.981674194335937,40.780361175537109,1,5,0,0.5,1,0,0.3,6.8
2,2016-03-10 07:14:05,2016-03-10 07:20:16,2,1.33,-74.001785278320313,40.735622406005859,1,N,-74.010269165039063,40.720195770263672,1,6.5,0,0.5,1,0,0.3,8.3
2,2016-03-10 07:14:06,2016-03-10 07:19:48,5,.92,-73.989021301269531,40.748218536376953,1,N,-73.977867126464844,40.752128601074219,1,5.5,0,0.5,1,0,0.3,7.3
2,2016-03-10 07:14:06,2016-03-10 07:27:33,6,2.41,-73.991363525390625,40.749996185302734,1,N,-73.988021850585938,40.776344299316406,1,11.5,0,0.5,2.46,0,0.3,14.76
2,2016-03-10 07:14:06,2016-03-10 07:29:19,2,2.74,-73.966720581054687,40.753131866455078,1,N,-73.956069946289063,40.784420013427734,1,12,0,0.5,2.56,0,0.3,15.36
2,2016-03-10 07:14:06,2016-03-10 07:19:32,4,1.21,-73.99468994140625,40.738716125488281,1,N,-73.985389709472656,40.753364562988281,1,6,0,0.5,1.36,0,0.3,8.16
2,2016-03-10 07:14:07,2016-03-10 07:22:42,1,1.62,-73.967079162597656,40.757396697998047,1,N,-73.979621887207031,40.737396240234375,1,8,0,0.5,1.2,0,0.3,10
2,2016-03-10 07:14:07,2016-03-10 07:29:22,4,2.66,-73.984947204589844,40.736240386962891,1,N,-73.981330871582031,40.763668060302734,1,12.5,0,0.5,2.66,0,0.3,15.96
2,2016-03-10 07:14:07,2016-03-10 07:17:46,3,.69,-73.938636779785156,40.795810699462891,1,N,-73.944427490234375,40.787807464599609,1,4.5,0,0.5,1.32,0,0.3,6.62
2,2016-03-10 07:14:08,2016-03-10 07:30:47,1,4.26,-73.991416931152344,40.770309448242187,1,N,-74.013832092285156,40.714698791503906,1,16,0,0.5,2.5,0,0.3,19.3
2,2016-03-10 07:14:08,2016-03-10 07:22:41,2,1.09,-73.995407104492187,40.754638671875,1,N,-74.006736755371094,40.743900299072266,2,7.5,0,0.5,0,0,0.3,8.3
2,2016-03-10 07:14:08,2016-03-10 07:28:44,1,2.24,-74.008537292480469,40.734020233154297,1,N,-74.011871337890625,40.707988739013672,1,11.5,0,0.5,2,0,0.3,14.3
2,2016-03-10 07:14:08,2016-03-10 07:18:25,2,1.11,-73.968429565429687,40.767681121826172,1,N,-73.956680297851563,40.776470184326172,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2016-03-10 07:14:08,2016-03-10 07:20:16,1,1.70,-73.991348266601563,40.749748229980469,1,N,-73.991989135742187,40.730979919433594,1,7.5,0,0.5,1.66,0,0.3,9.96
2,2016-03-10 07:14:08,2016-03-10 07:26:28,1,2.80,-74.002914428710938,40.760417938232422,1,N,-73.967178344726562,40.769363403320313,1,11.5,0,0.5,2.46,0,0.3,14.76
2,2016-03-10 07:14:09,2016-03-10 07:17:51,1,.60,-73.972572326660156,40.746379852294922,1,N,-73.976448059082031,40.751564025878906,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2016-03-10 07:14:09,2016-03-10 07:40:30,2,10.61,-73.979057312011719,40.75469970703125,1,N,-73.872917175292969,40.774330139160156,1,32,0,0.5,7.67,5.54,0.3,46.01
2,2016-03-10 07:14:10,2016-03-10 07:56:08,1,18.64,-73.962333679199219,40.810665130615234,2,N,-73.783271789550781,40.643875122070313,1,52,0,0.5,11.67,5.54,0.3,70.01
2,2016-03-10 07:14:10,2016-03-10 07:20:16,1,1.21,-73.983543395996094,40.747081756591797,1,N,-73.980262756347656,40.760150909423828,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2016-03-10 07:14:10,2016-03-10 07:23:15,2,1.17,-73.956314086914062,40.80328369140625,1,N,-73.956039428710937,40.803592681884766,1,7.5,0,0.5,0,0,0.3,8.3
2,2016-03-10 07:14:11,2016-03-10 07:23:18,5,1.80,-73.980331420898438,40.774730682373047,1,N,-73.962532043457031,40.794620513916016,1,9,0,0.5,1.96,0,0.3,11.76
2,2016-03-10 07:14:11,2016-03-10 07:31:46,1,3.60,-73.949241638183594,40.773143768310547,1,N,-73.988235473632813,40.745853424072266,1,14.5,0,0.5,3.06,0,0.3,18.36
